AphA,Conn,Conn_WinTms,Hz,OutPFSet,OutPFSet_RmpTms,PF,PhVphA,Ris,St,StActCtl,VA,VAMax,VAr,VArMaxPct,VArPct_RmpTms,VRef,W,WH,WMaxLimPct,WMaxLimPct_RmpTms,DCV,DCA,DCW
6.4,1,0,59.98,10,0,-100,240.1,655.35,4,0,1536.001,563.25,2,0,0,614.4,1536,89395200,100,0,364.3,4.36,1588.348
6.417,1,0,59.98,10,0,-100,240.1,655.35,4,0,1538.668,563.25,2,0,0,614.4,1538.667,89395200,100,0,368.8,4.41,1626.408
6.45,1,0,59.98,10,0,-100,240.1,655.35,4,0,1544.001,563.25,2,0,0,614.4,1544,89395200,100,0,368.8,4.41,1626.408
6.54,1,0,59.98,10,0,-100,240.2,655.35,4,0,1566.001,563.25,2,0,0,614.4,1566,89395200,100,0,365.7,4.43,1620.051
6.553,1,0,59.987,10,0,-100,240.2,655.35,4,0,1571.335,563.25,2,0,0,614.4,1571.333,89395205.33,100,0,368.6,4.47,1647.642
6.56,1,0,59.99,10,0,-100,240.2,655.35,4,0,1574.001,563.25,2,0,0,614.4,1574,89395208,100,0,368.6,4.47,1647.642
6.573,1,0,59.99,10,0,-100,240.2,655.35,4,0,1576.668,563.25,1.667,0,0,614.4,1576.667,89395208,100,0,365.75,4.47,1634.902
6.6,1,0,59.99,10,0,-100,240.2,655.35,4,0,1582,563.25,1,0,0,614.4,1582,89395208,100,0,365.75,4.47,1634.902
6.64,1,0,60,10,0,-100,240.2,655.35,4,0,1593,563.25,1,0,0,614.4,1593,89395208,100,0,370.85,4.45,1650.283
6.653,1,0,60,10,0,-100,240.2,655.35,4,0,1595.668,563.25,1.667,0,0,614.4,1595.667,89395208,100,0,366.7,4.54,1664.818
6.66,1,0,60,10,0,-100,240.2,655.35,4,0,1597.001,563.25,2,0,0,614.4,1597,89395208,100,0,366.7,4.54,1664.818
6.66,1,0,60,10,0,-100,240.2,655.35,4,0,1597.001,563.25,2,0,0,614.4,1597,89395208,100,0,367.75,4.53,1665.908
6.7,1,0,60.01,10,0,-100,240.2,655.35,4,0,1607.001,563.25,2,0,0,614.4,1607,89395208,100,0,367.75,4.53,1665.908
6.7,1,0,60.01,10,0,-100,240.2,655.35,4,0,1607.001,563.25,2,0,0,614.4,1607,89395208,100,0,366.05,4.57,1672.848
6.72,1,0,60.017,10,0,-100,240.133,655.35,4,0,1613.001,563.25,2,0,0,614.4,1613,89395213.33,100,0,367.5,4.54,1668.45
6.73,1,0,60.02,10,0,-100,240.1,655.35,4,0,1616.001,563.25,2,0,0,614.4,1616,89395216,100,0,367.5,4.54,1668.45
6.73,1,0,60.02,10,0,-100,240.1,655.35,4,0,1616.001,563.25,2,0,0,614.4,1616,89395216,100,0,365.95,4.54,1661.413
6.73,1,0,60.02,10,0,-100,240.1,655.35,4,0,1616,563.25,1,0,0,614.4,1616,89395216,100,0,365.95,4.54,1661.413
6.73,1,0,60.02,10,0,-100,240.2,655.35,4,0,1614.001,563.25,2,0,0,614.4,1614,89395216,100,0,370.3,4.54,1681.162
6.74,1,0,60.02,10,0,-100,240.15,655.35,4,0,1616.501,563.25,2,0,0,614.4,1616.5,89395216,100,0,368.75,4.54,1674.125
6.75,1,0,60.02,10,0,-100,240.1,655.35,4,0,1619.001,563.25,2,0,0,614.4,1619,89395216,100,0,368.75,4.54,1674.125
6.75,1,0,60.02,10,0,-100,240.1,655.35,4,0,1619.001,563.25,2,0,0,614.4,1619,89395216,100,0,370.4,4.53,1677.912
6.75,1,0,60.02,10,0,-100,239.9,655.35,4,0,1616.001,563.25,2,0,0,614.4,1616,89395216,100,0,370.4,4.53,1677.912
6.75,1,0,60.02,10,0,-100,239.9,655.35,4,0,1616.001,563.25,2,0,0,614.4,1616,89395216,100,0,368.75,4.53,1670.438
6.733,1,0,60.02,10,0,-100,239.933,655.35,4,0,1613.335,563.25,2,0,0,614.4,1613.333,89395216,100,0,366.45,4.56,1671.012
6.7,1,0,60.02,10,0,-100,240,655.35,4,0,1608.001,563.25,2,0,0,614.4,1608,89395216,100,0,366.45,4.56,1671.012
6.7,1,0,60.02,10,0,-100,240,655.35,4,0,1606.001,563.25,2,0,0,614.4,1606,89395216,100,0,367.45,4.52,1660.874
6.69,1,0,60.02,10,0,-100,240,655.35,4,0,1602.001,563.25,2,0,0,614.4,1602,89395224,100,0,366.35,4.54,1663.229
6.69,1,0,60.02,10,0,-100,240,655.35,4,0,1602.001,563.25,2,0,0,614.4,1602,89395224,100,0,366.35,4.54,1663.229
6.68,1,0,60.02,10,0,-100,240.033,655.35,4,0,1600.001,563.25,2,0,0,614.4,1600,89395224,100,0,367.25,4.49,1648.952
6.66,1,0,60.02,10,0,-100,240.1,655.35,4,0,1596.001,563.25,2,0,0,614.4,1596,89395224,100,0,367.25,4.49,1648.952
6.64,1,0,60.02,10,0,-100,240.2,655.35,4,0,1594.001,563.25,2,0,0,614.4,1594,89395224,100,0,368.5,4.46,1643.51
6.62,1,0,60.02,10,0,-100,240.2,655.35,4,0,1587.001,563.25,2,0,0,614.4,1587,89395224,100,0,368.5,4.47,1647.195
6.62,1,0,60.02,10,0,-100,240.2,655.35,4,0,1587.001,563.25,2,0,0,614.4,1587,89395224,100,0,368.5,4.47,1647.195
6.623,1,0,60.02,10,0,-100,240.167,655.35,4,0,1588.001,563.25,2,0,0,614.4,1588,89395224,100,0,368.45,4.45,1639.602
6.63,1,0,60.02,10,0,-100,240.1,655.35,4,0,1590.001,563.25,2,0,0,614.4,1590,89395224,100,0,368.45,4.45,1639.602
6.58,1,0,60.02,10,0,-100,240.1,655.35,4,0,1578,563.25,1,0,0,614.4,1578,89395224,100,0,368.45,4.44,1635.918
6.587,1,0,60.02,10,0,-100,240.1,655.35,4,0,1579.334,563.25,1.667,0,0,614.4,1579.333,89395224,100,0,367.45,4.45,1635.153
6.59,1,0,60.02,10,0,-100,240.1,655.35,4,0,1580.001,563.25,2,0,0,614.4,1580,89395224,100,0,367.45,4.45,1635.153
6.59,1,0,60.02,10,0,-100,240.1,655.35,4,0,1580.001,563.25,2,0,0,614.4,1580,89395224,100,0,366,4.43,1621.38
6.56,1,0,60.02,10,0,-100,240.1,655.35,4,0,1572.001,563.25,2,0,0,614.4,1572,89395224,100,0,366,4.43,1621.38
6.57,1,0,60.02,10,0,-100,240.1,655.35,4,0,1574,563.25,1,0,0,614.4,1574,89395224,100,0,367.25,4.43,1626.917
6.543,1,0,60.02,10,0,-100,240.1,655.35,4,0,1568.667,563.25,1,0,0,614.4,1568.667,89395224,100,0,365.75,4.41,1612.958
6.53,1,0,60.02,10,0,-100,240.1,655.35,4,0,1566,563.25,1,0,0,614.4,1566,89395224,100,0,365.75,4.41,1612.958
6.53,1,0,60.02,10,0,-100,240.1,655.35,4,0,1566,563.25,1,0,0,614.4,1566,89395224,100,0,369.85,4.4,1627.34
6.53,1,0,60.02,10,0,-100,240.2,655.35,4,0,1568.001,563.25,2,0,0,614.4,1568,89395224,100,0,369.85,4.4,1627.34
6.51,1,0,60.02,10,0,-100,240.2,655.35,4,0,1562.001,563.25,2,0,0,614.4,1562,89395224,100,0,366.8,4.41,1617.588
6.52,1,0,60.02,10,0,-100,240.15,655.35,4,0,1564.001,563.25,1.5,0,0,614.4,1564,89395224,100,0,370.25,4.39,1625.398
6.53,1,0,60.02,10,0,-100,240.1,655.35,4,0,1566,563.25,1,0,0,614.4,1566,89395224,100,0,370.25,4.39,1625.398
6.53,1,0,60.02,10,0,-100,240.1,655.35,4,0,1566,563.25,1,0,0,614.4,1566,89395224,100,0,366.3,4.39,1608.057
6.51,1,0,60.01,10,0,-100,240.1,655.35,4,0,1562.001,563.25,2,0,0,614.4,1562,89395232,100,0,366.3,4.39,1608.057
6.51,1,0,60.01,10,0,-100,240.1,655.35,4,0,1562.001,563.25,2,0,0,614.4,1562,89395232,100,0,370,4.39,1624.3
6.503,1,0,60.01,10,0,-100,240.1,655.35,4,0,1560.668,563.25,1.667,0,0,614.4,1560.667,89395232,100,0,366.35,4.39,1608.277
6.49,1,0,60.01,10,0,-100,240.1,655.35,4,0,1558,563.25,1,0,0,614.4,1558,89395232,100,0,366.35,4.39,1608.277
6.5,1,0,60.01,10,0,-100,240.1,655.35,4,0,1560,563.25,1,0,0,614.4,1560,89395232,100,0,369.8,4.38,1619.724
6.48,1,0,60.01,10,0,-100,240,655.35,4,0,1554,563.25,1,0,0,614.4,1554,89395232,100,0,366.35,4.38,1604.613
6.48,1,0,60.01,10,0,-100,240,655.35,4,0,1554,563.25,1,0,0,614.4,1554,89395232,100,0,366.35,4.38,1604.613
6.483,1,0,60.01,10,0,-100,240.033,655.35,4,0,1555.334,563.25,1,0,0,614.4,1555.333,89395232,100,0,370.15,4.37,1617.556
6.49,1,0,60.01,10,0,-100,240.1,655.35,4,0,1558,563.25,1,0,0,614.4,1558,89395232,100,0,370.15,4.37,1617.556
6.45,1,0,60.01,10,0,-100,240.1,655.35,4,0,1548,563.25,1,0,0,614.4,1548,89395232,100,0,366.55,4.37,1601.823
6.45,1,0,60.01,10,0,-100,240.1,655.35,4,0,1548.001,563.25,1.667,0,0,614.4,1548,89395232,100,0,368.05,4.37,1608.378
6.45,1,0,60.01,10,0,-100,240.1,655.35,4,0,1548.001,563.25,2,0,0,614.4,1548,89395232,100,0,368.05,4.37,1608.378
6.45,1,0,60.01,10,0,-100,240.1,655.35,4,0,1548.001,563.25,2,0,0,614.4,1548,89395232,100,0,369.5,4.37,1614.715
6.48,1,0,60.01,10,0,-100,240.1,655.35,4,0,1554.001,563.25,2,0,0,614.4,1554,89395232,100,0,369.5,4.37,1614.715
6.46,1,0,60,10,0,-100,240.1,655.35,4,0,1548,563.25,1,0,0,614.4,1548,89395232,100,0,369.6,4.35,1607.76
6.46,1,0,60,10,0,-100,240.1,655.35,4,0,1548,563.25,1,0,0,614.4,1548,89395237.33,100,0,369.6,4.35,1607.76
6.46,1,0,60,10,0,-100,240.1,655.35,4,0,1548,563.25,1,0,0,614.4,1548,89395240,100,0,369.6,4.35,1607.76
6.46,1,0,60,10,0,-100,240.1,655.35,4,0,1548,563.25,1,0,0,614.4,1548,89395240,100,0,366.2,4.34,1589.308
6.42,1,0,59.99,10,0,-100,240,655.35,4,0,1540,563.25,1,0,0,614.4,1540,89395240,100,0,366.2,4.34,1589.308
6.42,1,0,59.99,10,0,-100,240,655.35,4,0,1540,563.25,1,0,0,614.4,1540,89395240,100,0,369.85,4.33,1601.451
6.42,1,0,59.99,10,0,-100,240,655.35,4,0,1541,563.25,1,0,0,614.4,1541,89395240,100,0,366.05,4.33,1584.996
6.42,1,0,59.99,10,0,-100,240,655.35,4,0,1542,563.25,1,0,0,614.4,1542,89395240,100,0,366.05,4.33,1584.996
6.42,1,0,59.99,10,0,-100,240,655.35,4,0,1542,563.25,1,0,0,614.4,1542,89395240,100,0,369.45,4.31,1592.33
6.37,1,0,59.99,10,0,-100,240.1,655.35,4,0,1526,563.25,1,0,0,614.4,1526,89395240,100,0,369.45,4.31,1592.33
6.37,1,0,59.99,10,0,-100,240.1,655.35,4,0,1526,563.25,1,0,0,614.4,1526,89395240,100,0,366.15,4.31,1578.106
6.365,1,0,59.985,10,0,-100,240.05,655.35,4,0,1525,563.25,1,0,0,614.4,1525,89395240,100,0,369.55,4.29,1585.369
6.36,1,0,59.98,10,0,-100,240,655.35,4,0,1524,563.25,1,0,0,614.4,1524,89395240,100,0,369.55,4.29,1585.369
6.34,1,0,59.98,10,0,-100,240,655.35,4,0,1518.001,563.25,2,0,0,614.4,1518,89395248,100,0,365.05,4.31,1573.366
6.32,1,0,59.98,10,0,-100,240.1,655.35,4,0,1514.001,563.25,2,0,0,614.4,1514,89395248,100,0,366.95,4.29,1574.216
6.32,1,0,59.98,10,0,-100,240.1,655.35,4,0,1514.001,563.25,2,0,0,614.4,1514,89395248,100,0,366.95,4.29,1574.216
6.327,1,0,59.98,10,0,-100,240.1,655.35,4,0,1517.334,563.25,1.667,0,0,614.4,1517.333,89395248,100,0,364.75,4.3,1568.425
6.34,1,0,59.98,10,0,-100,240.1,655.35,4,0,1524,563.25,1,0,0,614.4,1524,89395248,100,0,364.75,4.3,1568.425
6.31,1,0,59.98,10,0,-100,240.1,655.35,4,0,1512.001,563.25,2,0,0,614.4,1512,89395248,100,0,367.25,4.28,1571.83
6.31,1,0,59.98,10,0,100,240.1,655.35,4,0,1514,563.25,0,0,0,614.4,1514,89395248,100,0,364.45,4.32,1574.424
6.31,1,0,59.98,10,0,100,240.1,655.35,4,0,1514,563.25,0,0,0,614.4,1514,89395248,100,0,364.45,4.32,1574.424
6.31,1,0,59.98,10,0,100,240.1,655.35,4,0,1514,563.25,0,0,0,614.4,1514,89395248,100,0,362.05,4.29,1553.194
6.32,1,0,59.98,10,0,-100,240,655.35,4,0,1514,563.25,1,0,0,614.4,1514,89395248,100,0,362.05,4.29,1553.194
6.31,1,0,59.97,10,0,-100,240,655.35,4,0,1514,563.25,1,0,0,614.4,1514,89395248,100,0,366.8,4.28,1569.904
6.31,1,0,59.97,10,0,-100,240.067,655.35,4,0,1512.667,563.25,1,0,0,614.4,1512.667,89395253.33,100,0,364.45,4.3,1567.135
6.31,1,0,59.97,10,0,-100,240.1,655.35,4,0,1512,563.25,1,0,0,614.4,1512,89395256,100,0,364.45,4.3,1567.135
6.31,1,0,59.97,10,0,-100,240.1,655.35,4,0,1512,563.25,1,0,0,614.4,1512,89395256,100,0,362.95,4.33,1571.574
6.3,1,0,59.97,10,0,-100,240.1,655.35,4,0,1510,563.25,1,0,0,614.4,1510,89395256,100,0,362.95,4.33,1571.574
6.29,1,0,59.97,10,0,-100,240,655.35,4,0,1510,563.25,1,0,0,614.4,1510,89395256,100,0,364.2,4.29,1562.418
6.295,1,0,59.97,10,0,-100,240,655.35,4,0,1510,563.25,1,0,0,614.4,1510,89395256,100,0,363.5,4.32,1570.32
6.3,1,0,59.97,10,0,-100,240,655.35,4,0,1510,563.25,1,0,0,614.4,1510,89395256,100,0,363.5,4.32,1570.32
6.3,1,0,59.97,10,0,-100,240,655.35,4,0,1510,563.25,1,0,0,614.4,1510,89395256,100,0,363.9,4.27,1553.853
6.26,1,0,59.97,10,0,-100,240.1,655.35,4,0,1500.001,563.25,2,0,0,614.4,1500,89395256,100,0,363.9,4.27,1553.853
6.26,1,0,59.97,10,0,-100,240.1,655.35,4,0,1500.001,563.25,2,0,0,614.4,1500,89395256,100,0,364.85,4.28,1561.558
6.255,1,0,59.97,10,0,-100,240.1,655.35,4,0,1499.001,563.25,2,0,0,614.4,1499,89395256,100,0,366.25,4.26,1560.225
6.25,1,0,59.97,10,0,-100,240.1,655.35,4,0,1498.001,563.25,2,0,0,614.4,1498,89395256,100,0,366.25,4.26,1560.225
6.25,1,0,59.97,10,0,-100,240.1,655.35,4,0,1498.001,563.25,2,0,0,614.4,1498,89395256,100,0,364.6,4.27,1556.842
6.22,1,0,59.97,10,0,-100,240,655.35,4,0,1488,563.25,1,0,0,614.4,1488,89395256,100,0,364.6,4.27,1556.842
6.22,1,0,59.97,10,0,-100,240,655.35,4,0,1488,563.25,1,0,0,614.4,1488,89395256,100,0,366.2,4.21,1541.702
6.22,1,0,59.97,10,0,-100,240,655.35,4,0,1488,563.25,1,0,0,614.4,1488,89395256,100,0,363.35,4.23,1536.971
6.22,1,0,59.97,10,0,-100,240,655.35,4,0,1488,563.25,1,0,0,614.4,1488,89395256,100,0,363.35,4.23,1536.971
6.17,1,0,59.97,10,0,-100,239.9,655.35,4,0,1480,563.25,1,0,0,614.4,1480,89395256,100,0,360.45,4.23,1524.704
6.17,1,0,59.97,10,0,-100,239.9,655.35,4,0,1480,563.25,1,0,0,614.4,1480,89395256,100,0,360.45,4.23,1524.704
6.17,1,0,59.97,10,0,-100,239.9,655.35,4,0,1480,563.25,1,0,0,614.4,1480,89395256,100,0,360.45,4.23,1524.704
6.17,1,0,59.97,10,0,-100,239.9,655.35,4,0,1480,563.25,1,0,0,614.4,1480,89395256,100,0,362.85,4.21,1527.598
6.16,1,0,59.97,10,0,100,240,655.35,4,0,1478,563.25,0,0,0,614.4,1478,89395256,100,0,362.85,4.21,1527.598
6.137,1,0,59.97,10,0,-50,240,655.35,4,0,1472.751,563.25,1.5,0,0,614.4,1472.75,89395256,100,0,361,4.16,1501.76
6.11,1,0,59.977,10,0,-100,240.067,655.35,4,0,1465.001,563.25,2,0,0,614.4,1465,89395256,100,0,360.95,4.16,1501.552
6.1,1,0,59.98,10,0,-100,240.1,655.35,4,0,1462.001,563.25,2,0,0,614.4,1462,89395256,100,0,360.95,4.16,1501.552
6.1,1,0,59.98,10,0,-100,240.1,655.35,4,0,1462.001,563.25,2,0,0,614.4,1462,89395256,100,0,366.45,4.13,1513.438
6.06,1,0,59.98,10,0,-100,240.1,655.35,4,0,1454,563.25,1,0,0,614.4,1454,89395264,100,0,366.45,4.13,1513.438
6.06,1,0,59.98,10,0,-100,240.1,655.35,4,0,1454,563.25,1,0,0,614.4,1454,89395264,100,0,366.5,4.13,1513.645
6.04,1,0,59.98,10,0,0,240.1,655.35,4,0,1448,563.25,0.5,0,0,614.4,1448,89395264,100,0,365.25,4.08,1490.22
6.02,1,0,59.98,10,0,100,240.1,655.35,4,0,1442,563.25,0,0,0,614.4,1442,89395264,100,0,365.25,4.08,1490.22
6.02,1,0,59.98,10,0,100,240.1,655.35,4,0,1442,563.25,0,0,0,614.4,1442,89395264,100,0,367.75,4.08,1500.42
5.98,1,0,59.98,10,0,-100,240.2,655.35,4,0,1434,563.25,1,0,0,614.4,1434,89395264,100,0,367.75,4.08,1500.42
5.98,1,0,59.98,10,0,-100,240.2,655.35,4,0,1434,563.25,1,0,0,614.4,1434,89395264,100,0,363.9,4.09,1488.351
5.95,1,0,59.98,10,0,-100,240.15,655.35,4,0,1427.5,563.25,1,0,0,614.4,1427.5,89395264,100,0,365.6,4.06,1484.336
5.92,1,0,59.98,10,0,-100,240.1,655.35,4,0,1421,563.25,1,0,0,614.4,1421,89395264,100,0,365.6,4.06,1484.336
5.89,1,0,59.98,10,0,-100,240.1,655.35,4,0,1415,563.25,1,0,0,614.4,1415,89395264,100,0,363.8,4.06,1477.028
5.89,1,0,59.98,10,0,-100,240.1,655.35,4,0,1414,563.25,1,0,0,614.4,1414,89395264,100,0,363.8,4.06,1477.028
5.89,1,0,59.98,10,0,-100,240.1,655.35,4,0,1414,563.25,1,0,0,614.4,1414,89395264,100,0,365.45,4.03,1472.763
5.88,1,0,59.983,10,0,-100,240.133,655.35,4,0,1410.667,563.25,1,0,0,614.4,1410.667,89395264,100,0,363.4,4.03,1464.502
5.86,1,0,59.99,10,0,-100,240.2,655.35,4,0,1404,563.25,1,0,0,614.4,1404,89395264,100,0,363.4,4.03,1464.502
5.83,1,0,59.99,10,0,100,240.1,655.35,4,0,1398,563.25,0,0,0,614.4,1398,89395272,100,0,365.35,4.01,1465.054
5.837,1,0,59.99,10,0,100,240.1,655.35,4,0,1398,563.25,0,0,0,614.4,1398,89395272,100,0,362.85,4.01,1455.029
5.84,1,0,59.99,10,0,100,240.1,655.35,4,0,1398,563.25,0,0,0,614.4,1398,89395272,100,0,362.85,4.01,1455.029
5.84,1,0,59.99,10,0,100,240.1,655.35,4,0,1398,563.25,0,0,0,614.4,1398,89395272,100,0,365.65,3.99,1458.944
5.81,1,0,59.99,10,0,100,240.1,655.35,4,0,1392,563.25,0,0,0,614.4,1392,89395272,100,0,365.65,3.99,1458.944
5.79,1,0,59.99,10,0,100,240,655.35,4,0,1390,563.25,0,0,0,614.4,1390,89395272,100,0,362.3,4,1449.2
5.797,1,0,59.99,10,0,-33.333,240.067,655.35,4,0,1390,563.25,0.667,0,0,614.4,1390,89395272,100,0,365.7,3.97,1451.829
5.8,1,0,59.99,10,0,-100,240.1,655.35,4,0,1390,563.25,1,0,0,614.4,1390,89395272,100,0,365.7,3.97,1451.829
5.8,1,0,59.99,10,0,-100,240.1,655.35,4,0,1390,563.25,1,0,0,614.4,1390,89395272,100,0,362.4,3.98,1442.352
5.76,1,0,59.99,10,0,100,240,655.35,4,0,1380,563.25,0,0,0,614.4,1380,89395272,100,0,362.4,3.98,1442.352
5.76,1,0,59.99,10,0,100,240,655.35,4,0,1380,563.25,0,0,0,614.4,1380,89395272,100,0,365.1,3.96,1445.796
5.76,1,0,59.99,10,0,100,240,655.35,4,0,1379,563.25,0,0,0,614.4,1379,89395272,100,0,362.6,3.96,1435.896
5.76,1,0,59.99,10,0,100,240,655.35,4,0,1378,563.25,0,0,0,614.4,1378,89395272,100,0,362.6,3.96,1435.896
5.71,1,0,59.99,10,0,100,240.1,655.35,4,0,1369,563.25,0,0,0,614.4,1369,89395280,100,0,364.9,3.93,1434.057
5.72,1,0,60,10,0,-100,240,655.35,4,0,1373,563.25,1,0,0,614.4,1373,89395280,100,0,364.9,3.93,1434.057
5.72,1,0,60,10,0,-100,240,655.35,4,0,1373,563.25,1,0,0,614.4,1373,89395280,100,0,364.05,3.91,1423.436
5.703,1,0,60,10,0,-33.333,240.033,655.35,4,0,1369.334,563.25,0.667,0,0,614.4,1369.333,89395280,100,0,365.45,3.88,1417.946
5.67,1,0,60,10,0,100,240.1,655.35,4,0,1362,563.25,0,0,0,614.4,1362,89395280,100,0,365.45,3.88,1417.946
5.65,1,0,60,10,0,100,240,655.35,4,0,1354,563.25,0,0,0,614.4,1354,89395280,100,0,365.35,3.89,1421.212
5.65,1,0,60,10,0,100,240,655.35,4,0,1354,563.25,0,0,0,614.4,1354,89395280,100,0,366.55,3.9,1429.545
5.65,1,0,60,10,0,100,240,655.35,4,0,1354,563.25,0,0,0,614.4,1354,89395280,100,0,366.55,3.9,1429.545
5.65,1,0,60,10,0,100,240,655.35,4,0,1354,563.25,0,0,0,614.4,1354,89395280,100,0,362.45,3.85,1395.433
5.6,1,0,60,10,0,100,239.9,655.35,4,0,1344,563.25,0,0,0,614.4,1344,89395280,100,0,362.45,3.85,1395.433
5.6,1,0,60,10,0,100,239.9,655.35,4,0,1344,563.25,0,0,0,614.4,1344,89395280,100,0,363.45,3.85,1399.283
5.607,1,0,60,10,0,100,239.967,655.35,4,0,1345.333,563.25,0,0,0,614.4,1345.333,89395280,100,0,365,3.86,1408.9
5.61,1,0,60,10,0,100,240,655.35,4,0,1346,563.25,0,0,0,614.4,1346,89395280,100,0,365,3.86,1408.9
5.61,1,0,60,10,0,100,240,655.35,4,0,1346,563.25,0,0,0,614.4,1346,89395280,100,0,363.55,3.84,1396.032
5.57,1,0,60,10,0,-100,240,655.35,4,0,1336,563.25,1,0,0,614.4,1336,89395288,100,0,363.55,3.84,1396.032
5.57,1,0,60,10,0,-100,240,655.35,4,0,1336,563.25,1,0,0,614.4,1336,89395288,100,0,363.55,3.86,1403.303
5.575,1,0,60,10,0,-100,240,655.35,4,0,1337,563.25,1,0,0,614.4,1337,89395288,100,0,363.4,3.83,1391.822
5.58,1,0,60,10,0,-100,240,655.35,4,0,1338,563.25,1,0,0,614.4,1338,89395288,100,0,363.4,3.83,1391.822
5.58,1,0,60,10,0,-100,240,655.35,4,0,1338,563.25,1,0,0,614.4,1338,89395288,100,0,362.85,3.85,1396.972
5.54,1,0,60,10,0,100,239.9,655.35,4,0,1330,563.25,0,0,0,614.4,1330,89395288,100,0,362.85,3.85,1396.972
5.54,1,0,60,10,0,100,239.9,655.35,4,0,1330,563.25,0,0,0,614.4,1330,89395288,100,0,363.25,3.81,1383.982
5.533,1,0,60,10,0,100,239.933,655.35,4,0,1327.333,563.25,0,0,0,614.4,1327.333,89395288,100,0,364.45,3.82,1392.199
5.52,1,0,60,10,0,100,240,655.35,4,0,1322,563.25,0,0,0,614.4,1322,89395288,100,0,364.45,3.82,1392.199
5.52,1,0,60,10,0,100,240,655.35,4,0,1322,563.25,0,0,0,614.4,1322,89395288,100,0,362.05,3.81,1379.41
5.5,1,0,59.99,10,0,100,239.9,655.35,4,0,1318,563.25,0,0,0,614.4,1318,89395288,100,0,362.05,3.81,1379.41
5.5,1,0,59.99,10,0,100,239.9,655.35,4,0,1318,563.25,0,0,0,614.4,1318,89395288,100,0,364.65,3.77,1374.73
5.487,1,0,59.99,10,0,100,239.9,655.35,4,0,1314.667,563.25,0,0,0,614.4,1314.667,89395288,100,0,364.8,3.77,1375.296
5.46,1,0,59.99,10,0,100,239.9,655.35,4,0,1308,563.25,0,0,0,614.4,1308,89395288,100,0,364.8,3.77,1375.296
5.48,1,0,59.99,10,0,100,239.9,655.35,4,0,1310,563.25,0,0,0,614.4,1310,89395288,100,0,364.8,3.75,1368
5.47,1,0,59.99,10,0,-100,239.9,655.35,4,0,1308,563.25,1,0,0,614.4,1308,89395288,100,0,364.35,3.78,1377.243
5.47,1,0,59.99,10,0,-100,239.9,655.35,4,0,1308,563.25,1,0,0,614.4,1308,89395288,100,0,364.35,3.78,1377.243
5.47,1,0,59.99,10,0,-100,239.9,655.35,4,0,1308,563.25,1,0,0,614.4,1308,89395288,100,0,362.2,3.75,1358.25
5.44,1,0,59.99,10,0,-100,240,655.35,4,0,1306,563.25,1,0,0,614.4,1306,89395288,100,0,362.2,3.75,1358.25
5.45,1,0,59.99,10,0,100,240,655.35,4,0,1304,563.25,0,0,0,614.4,1304,89395288,100,0,364.35,3.77,1373.6
5.45,1,0,59.99,10,0,100,240,655.35,4,0,1305.333,563.25,0,0,0,614.4,1305.333,89395288,100,0,361.55,3.74,1352.197
5.45,1,0,59.99,10,0,100,240,655.35,4,0,1306,563.25,0,0,0,614.4,1306,89395288,100,0,361.55,3.74,1352.197
5.45,1,0,59.99,10,0,100,240,655.35,4,0,1306,563.25,0,0,0,614.4,1306,89395288,100,0,364.8,3.74,1364.352
5.41,1,0,59.99,10,0,100,240,655.35,4,0,1298,563.25,0,0,0,614.4,1298,89395288,100,0,364.8,3.74,1364.352
5.43,1,0,59.98,10,0,-100,240,655.35,4,0,1300,563.25,1,0,0,614.4,1300,89395288,100,0,364.8,3.72,1357.056
5.425,1,0,59.98,10,0,0,240,655.35,4,0,1300,563.25,0.5,0,0,614.4,1300,89395288,100,0,364.25,3.75,1365.938
5.42,1,0,59.98,10,0,100,240,655.35,4,0,1300,563.25,0,0,0,614.4,1300,89395288,100,0,364.25,3.75,1365.938
5.42,1,0,59.98,10,0,100,240,655.35,4,0,1300,563.25,0,0,0,614.4,1300,89395288,100,0,363.95,3.7,1346.615
5.4,1,0,59.98,10,0,100,239.9,655.35,4,0,1294,563.25,0,0,0,614.4,1294,89395296,100,0,363.95,3.7,1346.615
5.4,1,0,59.98,10,0,100,239.9,655.35,4,0,1294,563.25,0,0,0,614.4,1294,89395296,100,0,365.2,3.74,1365.848
5.405,1,0,59.98,10,0,0,239.9,655.35,4,0,1296,563.25,0.5,0,0,614.4,1296,89395296,100,0,363.95,3.69,1342.976
5.41,1,0,59.98,10,0,-100,239.9,655.35,4,0,1298,563.25,1,0,0,614.4,1298,89395296,100,0,363.95,3.69,1342.976
5.39,1,0,59.98,10,0,100,240,655.35,4,0,1291,563.25,0,0,0,614.4,1291,89395296,100,0,364.95,3.73,1361.264
5.39,1,0,59.98,10,0,100,240,655.35,4,0,1291,563.25,0,0,0,614.4,1291,89395296,100,0,364.6,3.69,1345.374
5.39,1,0,59.98,10,0,100,240,655.35,4,0,1291,563.25,0,0,0,614.4,1291,89395296,100,0,364.6,3.69,1345.374
5.39,1,0,59.98,10,0,100,240,655.35,4,0,1291,563.25,0,0,0,614.4,1291,89395296,100,0,364.55,3.73,1359.771
5.38,1,0,59.98,10,0,-100,240,655.35,4,0,1288,563.25,1,0,0,614.4,1288,89395296,100,0,364.55,3.73,1359.771
5.38,1,0,59.98,10,0,100,240,655.35,4,0,1290,563.25,0,0,0,614.4,1290,89395296,100,0,363.95,3.68,1339.336
